age,workclass,education,marital-status,occupation,relationship,gender,native-country,income
24,Privy-corporate,Bachelors,Young-adult,Exec-managerial,In-family,Female,USA,"(37.5K, 50K]"
33,Privy-small-business,Assoc-voc,Married-civ-spouse,Craft-repair,In-family,Male,India,"(62.5K, 75K]"
59,Privy-corporate,10th,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(37.5K, 50K]"
46,Privy-corporate,HS-grad,Divorced,Craft-repair,Not-in-family,Male,USA,"(25K, 37.5K]"
43,Privy-corporate,HS-grad,Divorced,Other-service,Unmarried,Male,Philippines,"(25K, 37.5K]"
25,Privy-small-business,Bachelors,Young-adult,Prof-specialty,Not-in-family,Male,USA,"(25K, 37.5K]"
17,Privy-small-business,11th,Middle-aged,Sales,In-family,Female,USA,"[0, 12.5K]"
46,Privy-small-business,1st-4th,Widowed,Other-service,Unmarried,Female,Caribbean,"(37.5K, 50K]"
20,Privy-corporate,College-1yr+,Dating,Sales,In-family,Female,USA,"(25K, 37.5K]"
37,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"(12.5K, 25K]"
56,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,In-family,Male,USA,"(62.5K, 75K]"
30,Privy-small-business,Bachelors,Engaged,Sales,Unmarried,Male,USA,"[0, 12.5K]"
32,Privy-small-business,College-<1yr,Married-civ-spouse,Sales,In-family,Male,USA,"(62.5K, 75K]"
34,Privy-corporate,College-1yr+,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
27,Privy-corporate,HS-grad,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"(37.5K, 50K]"
23,Privy-small-business,10th,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"[0, 12.5K]"
33,Privy-corporate,10th,Married-civ-spouse,Machine-op-inspct,In-family,Male,Guatemala,"[0, 12.5K]"
34,State-gov,Bachelors,Young-adult,Adm-clerical,Not-in-family,Female,USA,"(37.5K, 50K]"
71,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(50K, 62.5K]"
56,Privy-corporate,College-1yr+,Young-adult,Prof-specialty,Not-in-family,Female,USA,"(37.5K, 50K]"
40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,In-family,Female,USA,"above 87.5k"
35,Privy-small-business,College-1yr+,Young-adult,Craft-repair,Not-in-family,Male,USA,"(25K, 37.5K]"
21,Privy-corporate,HS-grad,Young-adult,Other-service,In-family,Male,USA,"(25K, 37.5K]"
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(25K, 37.5K]"
24,Privy-corporate,Assoc-acdm,Middle-aged,Other-service,In-family,Female,USA,"[0, 12.5K]"
35,Privy-corporate,Masters,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(37.5K, 50K]"
37,Self-emp-not-inc,Bachelors,Separated,Transport-moving,Not-in-family,Male,USA,"(37.5K, 50K]"
59,Privy-small-business,College-1yr+,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(75K, 87.5K]"
50,Privy-small-business,HS-grad,Married-civ-spouse,Sales,In-family,Male,USA,"(50K, 62.5K]"
28,Privy-corporate,Bachelors,Dating,Other-service,Not-in-family,Male,USA,"(12.5K, 25K]"
37,Local-gov,7th-8th,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"[0, 12.5K]"
51,Privy-corporate,Doctorate,Widowed,Prof-specialty,Not-in-family,Female,USA,"above 87.5k"
46,Privy-small-business,HS-grad,Middle-aged,Machine-op-inspct,Not-in-family,Female,USA,"(25K, 37.5K]"
23,Privy-corporate,HS-grad,Divorced,Other-service,Not-in-family,Female,USA,"[0, 12.5K]"
57,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(12.5K, 25K]"
60,Privy-small-business,HS-grad,Divorced,Prof-specialty,Not-in-family,Female,Canada,"(37.5K, 50K]"
51,State-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,Male,USA,"above 87.5k"
50,Privy-small-business,College-<1yr,Married-spouse-absent,Transport-moving,Unmarried,Male,USA,"(37.5K, 50K]"
45,Federal-gov,College-1yr+,Divorced,Adm-clerical,Unmarried,Female,USA,"(12.5K, 25K]"
41,Privy-corporate,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(37.5K, 50K]"
56,Privy-corporate,College-<1yr,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(62.5K, 75K]"
18,Privy-corporate,HS-grad,Engaged,Adm-clerical,In-family,Female,USA,"(12.5K, 25K]"
51,Privy-corporate,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(25K, 37.5K]"
32,Privy-small-business,Prof-school,Middle-aged,Other-service,Not-in-family,Female,USA,"(37.5K, 50K]"
48,Privy-corporate,Assoc-acdm,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(50K, 62.5K]"
51,Privy-corporate,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(25K, 37.5K]"
50,Privy-corporate,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(50K, 62.5K]"
32,State-gov,Assoc-voc,Married-civ-spouse,Tech-support,In-family,Male,USA,"[0, 12.5K]"
53,Federal-gov,Prof-school,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"(75K, 87.5K]"
37,Privy-corporate,HS-grad,Divorced,Tech-support,Unmarried,Male,USA,"[0, 12.5K]"
51,Privy-small-business,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"above 87.5k"
70,Privy-corporate,HS-grad,Widowed,Priv-house-serv,Other-relative,Female,USA,"(12.5K, 25K]"
54,Privy-small-business,Prof-school,Married-civ-spouse,Prof-specialty,In-family,Female,USA,"(50K, 62.5K]"
67,Local-gov,College-<1yr,Widowed,Other-service,Not-in-family,Female,USA,"(12.5K, 25K]"
34,Federal-gov,Assoc-acdm,Young-adult,Tech-support,Not-in-family,Female,USA,"(75K, 87.5K]"
26,Privy-small-business,11th,Separated,Handlers-cleaners,Other-relative,Male,USA,"(12.5K, 25K]"
52,Local-gov,College-1yr+,Married-civ-spouse,Adm-clerical,In-family,Female,USA,"(12.5K, 25K]"
24,Privy-small-business,HS-grad,Engaged,Adm-clerical,In-family,Female,USA,"(12.5K, 25K]"
51,Privy-small-business,10th,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
27,Privy-corporate,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Female,USA,"(25K, 37.5K]"
23,Privy-small-business,HS-grad,Middle-aged,Machine-op-inspct,Not-in-family,Male,USA,"(25K, 37.5K]"
38,Privy-corporate,College-<1yr,Married-civ-spouse,Craft-repair,In-family,Male,Northern-South-America,"(12.5K, 25K]"
25,Self-emp-inc,HS-grad,Young-adult,Other-service,Other-relative,Male,USA,"[0, 12.5K]"
81,Privy-small-business,7th-8th,Married-civ-spouse,Handlers-cleaners,In-family,Male,Portugal,"[0, 12.5K]"
35,Self-emp-not-inc,11th,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"[0, 12.5K]"
40,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(75K, 87.5K]"
33,Privy-small-business,HS-grad,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"[0, 12.5K]"
33,Privy-corporate,Doctorate,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(62.5K, 75K]"
45,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,In-family,Male,USA,"(50K, 62.5K]"
22,Privy-small-business,HS-grad,Dating,Machine-op-inspct,In-family,Male,USA,"[0, 12.5K]"
38,State-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,Philippines,"(37.5K, 50K]"
46,Privy-corporate,Masters,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(50K, 62.5K]"
17,Privy-corporate,11th,Engaged,Handlers-cleaners,In-family,Male,USA,"(25K, 37.5K]"
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(75K, 87.5K]"
41,Privy-corporate,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Female,USA,"above 87.5k"
58,Privy-small-business,5th-6th,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"(37.5K, 50K]"
43,Privy-corporate,College-1yr+,Married-civ-spouse,Sales,In-family,Male,USA,"[0, 12.5K]"
42,Self-emp-inc,Assoc-voc,Married-civ-spouse,Other-service,In-family,Male,USA,"(37.5K, 50K]"
45,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(75K, 87.5K]"
41,Privy-small-business,Masters,Married-civ-spouse,Sales,In-family,Male,USA,"(37.5K, 50K]"
38,Privy-corporate,11th,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(25K, 37.5K]"
58,Self-emp-not-inc,HS-grad,Separated,Farming-fishing,Not-in-family,Male,USA,"[0, 12.5K]"
37,Privy-corporate,College-1yr+,Married-civ-spouse,Exec-managerial,In-family,Female,USA,"(75K, 87.5K]"
34,Privy-small-business,HS-grad,Dating,Machine-op-inspct,Not-in-family,Male,USA,"(12.5K, 25K]"
23,Privy-small-business,College-1yr+,Young-adult,Other-service,In-family,Male,USA,"(12.5K, 25K]"
47,Privy-corporate,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(50K, 62.5K]"
37,Privy-corporate,HS-grad,Middle-aged,Adm-clerical,Not-in-family,Female,USA,"[0, 12.5K]"
47,Privy-small-business,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
31,Privy-corporate,Masters,Married-civ-spouse,Prof-specialty,In-family,Female,USA,"(62.5K, 75K]"
57,Privy-corporate,Bachelors,Married-civ-spouse,Sales,In-family,Male,USA,"(62.5K, 75K]"
44,Privy-corporate,Bachelors,Married-civ-spouse,Sales,In-family,Male,USA,"(62.5K, 75K]"
64,Privy-small-business,11th,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"[0, 12.5K]"
31,Privy-corporate,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(75K, 87.5K]"
40,Privy-corporate,Masters,Married-spouse-absent,Exec-managerial,Not-in-family,Male,India,"(75K, 87.5K]"
34,Privy-corporate,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(50K, 62.5K]"
28,Federal-gov,HS-grad,Engaged,Prof-specialty,In-family,Female,USA,"(25K, 37.5K]"
72,Privy-small-business,7th-8th,Married-civ-spouse,Farming-fishing,In-family,Male,USA,"(25K, 37.5K]"
21,Privy-small-business,HS-grad,Engaged,Exec-managerial,Not-in-family,Female,USA,"(37.5K, 50K]"
52,Local-gov,Masters,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"above 87.5k"
44,Privy-small-business,College-1yr+,Married-civ-spouse,Adm-clerical,In-family,Female,USA,"(37.5K, 50K]"
57,State-gov,College-<1yr,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(75K, 87.5K]"
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(37.5K, 50K]"
21,Privy-small-business,11th,Engaged,Handlers-cleaners,In-family,Male,USA,"[0, 12.5K]"
38,Local-gov,College-<1yr,Married-civ-spouse,Transport-moving,In-family,Male,USA,"[0, 12.5K]"
28,Local-gov,Masters,Middle-aged,Prof-specialty,Not-in-family,Female,USA,"(25K, 37.5K]"
59,Privy-corporate,Masters,Divorced,Exec-managerial,Not-in-family,Female,USA,"(50K, 62.5K]"
54,Local-gov,10th,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(12.5K, 25K]"
25,Privy-corporate,College-<1yr,Engaged,Sales,Not-in-family,Male,USA,"(25K, 37.5K]"
29,State-gov,10th,Engaged,Craft-repair,Unmarried,Male,USA,"(12.5K, 25K]"
18,Privy-small-business,HS-grad,Middle-aged,Adm-clerical,In-family,Female,USA,"(37.5K, 50K]"
31,Privy-corporate,HS-grad,Married-civ-spouse,Other-service,In-family,Male,USA,"(25K, 37.5K]"
17,Privy-small-business,11th,Young-adult,Handlers-cleaners,In-family,Male,USA,"(12.5K, 25K]"
47,Privy-small-business,College-1yr+,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(62.5K, 75K]"
42,Privy-corporate,HS-grad,Married-civ-spouse,Other-service,In-family,Male,Greece,"above 87.5k"
21,Privy-small-business,College-1yr+,Young-adult,Adm-clerical,In-family,Female,USA,"(25K, 37.5K]"
32,Privy-corporate,College-1yr+,Married-civ-spouse,Sales,In-family,Female,USA,"(37.5K, 50K]"
51,Privy-corporate,12th,Widowed,Machine-op-inspct,Not-in-family,Male,USA,"above 87.5k"
24,Privy-small-business,Assoc-voc,Dating,Machine-op-inspct,In-family,Male,USA,"(37.5K, 50K]"
60,Privy-small-business,Masters,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"[0, 12.5K]"
29,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,USA,"[0, 12.5K]"
24,Privy-corporate,Assoc-acdm,Engaged,Handlers-cleaners,In-family,Male,USA,"(37.5K, 50K]"
43,Privy-small-business,Masters,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(62.5K, 75K]"
64,Self-emp-not-inc,College-<1yr,Married-civ-spouse,Sales,In-family,Male,USA,"(75K, 87.5K]"
53,Privy-corporate,College-<1yr,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(37.5K, 50K]"
64,State-gov,College-1yr+,Divorced,Adm-clerical,Not-in-family,Female,USA,"(37.5K, 50K]"
41,Privy-small-business,Assoc-acdm,Divorced,Sales,Not-in-family,Male,USA,"[0, 12.5K]"
30,Privy-corporate,Bachelors,Married-civ-spouse,Tech-support,In-family,Male,El-Salvador,"(12.5K, 25K]"
25,Privy-corporate,HS-grad,Young-adult,Protective-serv,Unmarried,Female,USA,"[0, 12.5K]"
27,Self-emp-not-inc,HS-grad,Middle-aged,Farming-fishing,Unmarried,Male,USA,"(12.5K, 25K]"
39,Privy-corporate,HS-grad,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(12.5K, 25K]"
28,Privy-corporate,HS-grad,Engaged,Adm-clerical,Not-in-family,Female,USA,"(25K, 37.5K]"
33,Privy-small-business,Masters,Dating,Prof-specialty,Not-in-family,Male,USA,"(12.5K, 25K]"
41,Privy-corporate,College-<1yr,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"(25K, 37.5K]"
24,Privy-small-business,Bachelors,Engaged,Sales,In-family,Female,USA,"(25K, 37.5K]"
32,Privy-corporate,College-1yr+,Divorced,Sales,Unmarried,Female,Honduras,"(37.5K, 50K]"
69,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(25K, 37.5K]"
36,Privy-small-business,Masters,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"above 87.5k"
57,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(12.5K, 25K]"
58,Local-gov,HS-grad,Middle-aged,Other-service,Not-in-family,Male,USA,"(12.5K, 25K]"
26,Privy-small-business,Assoc-acdm,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(37.5K, 50K]"
17,Privy-small-business,11th,Dating,Adm-clerical,In-family,Female,USA,"[0, 12.5K]"
36,Local-gov,11th,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(25K, 37.5K]"
44,Privy-corporate,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(50K, 62.5K]"
39,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(12.5K, 25K]"
41,Privy-small-business,College-<1yr,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(37.5K, 50K]"
24,Privy-small-business,11th,Dating,Other-service,Not-in-family,Female,USA,"(12.5K, 25K]"
54,Privy-corporate,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(25K, 37.5K]"
26,Privy-corporate,Bachelors,Young-adult,Exec-managerial,Not-in-family,Male,USA,"(37.5K, 50K]"
39,Privy-small-business,College-1yr+,Divorced,Adm-clerical,Unmarried,Female,USA,"(37.5K, 50K]"
27,Privy-small-business,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"above 87.5k"
25,Privy-small-business,10th,Middle-aged,Machine-op-inspct,In-family,Male,Portugal,"(37.5K, 50K]"
32,Privy-corporate,College-<1yr,Dating,Tech-support,Not-in-family,Male,USA,"(25K, 37.5K]"
30,Privy-small-business,HS-grad,Divorced,Tech-support,Unmarried,Female,USA,"[0, 12.5K]"
50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(75K, 87.5K]"
25,Privy-small-business,HS-grad,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"(75K, 87.5K]"
48,Privy-small-business,HS-grad,Married-spouse-absent,Other-service,Unmarried,Female,USA,"(37.5K, 50K]"
23,State-gov,Bachelors,Young-adult,Prof-specialty,Not-in-family,Male,USA,"[0, 12.5K]"
70,Privy-corporate,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(50K, 62.5K]"
20,State-gov,College-<1yr,Dating,Handlers-cleaners,In-family,Male,USA,"(12.5K, 25K]"
18,Privy-corporate,11th,Engaged,Other-service,In-family,Male,USA,"(12.5K, 25K]"
29,Privy-small-business,HS-grad,Divorced,Sales,Not-in-family,Male,USA,"(12.5K, 25K]"
33,Privy-corporate,11th,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"(37.5K, 50K]"
27,Privy-small-business,12th,Dating,Handlers-cleaners,Other-relative,Male,Mexico,"(37.5K, 50K]"
44,Privy-corporate,HS-grad,Young-adult,Transport-moving,Not-in-family,Male,USA,"[0, 12.5K]"
32,Privy-small-business,5th-6th,Middle-aged,Other-service,Not-in-family,Female,Mexico,"(12.5K, 25K]"
49,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"above 87.5k"
66,Self-emp-not-inc,Bachelors,Divorced,Sales,Not-in-family,Male,USA,"(37.5K, 50K]"
35,Privy-small-business,HS-grad,Young-adult,Adm-clerical,Unmarried,Female,USA,"(37.5K, 50K]"
24,Privy-small-business,College-1yr+,Engaged,Sales,Not-in-family,Male,USA,"(37.5K, 50K]"
31,Privy-small-business,11th,Married-civ-spouse,Protective-serv,In-family,Male,USA,"[0, 12.5K]"
75,Self-emp-not-inc,Assoc-voc,Divorced,Prof-specialty,Not-in-family,Female,USA,"(50K, 62.5K]"
66,Self-emp-not-inc,11th,Widowed,Exec-managerial,Not-in-family,Female,USA,"(50K, 62.5K]"
46,Privy-corporate,College-1yr+,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"(37.5K, 50K]"
31,Privy-small-business,College-<1yr,Separated,Adm-clerical,In-family,Female,USA,"(37.5K, 50K]"
46,Privy-small-business,HS-grad,Married-civ-spouse,Sales,In-family,Male,USA,"above 87.5k"
29,State-gov,HS-grad,Engaged,Adm-clerical,Unmarried,Female,USA,"(12.5K, 25K]"
63,Privy-small-business,College-1yr+,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"[0, 12.5K]"
46,Privy-small-business,10th,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(25K, 37.5K]"
52,Privy-small-business,HS-grad,Divorced,Transport-moving,Not-in-family,Male,USA,"(25K, 37.5K]"
44,Self-emp-not-inc,Assoc-acdm,Engaged,Sales,In-family,Male,USA,"(12.5K, 25K]"
66,Privy-corporate,5th-6th,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(37.5K, 50K]"
51,Privy-corporate,10th,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(12.5K, 25K]"
38,Privy-small-business,Bachelors,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(12.5K, 25K]"
26,State-gov,Masters,Middle-aged,Prof-specialty,Not-in-family,Female,USA,"(25K, 37.5K]"
35,Privy-small-business,Bachelors,Married-civ-spouse,Sales,In-family,Male,USA,"[0, 12.5K]"
48,Privy-corporate,College-<1yr,Widowed,Adm-clerical,Not-in-family,Female,USA,"[0, 12.5K]"
42,Local-gov,College-<1yr,Divorced,Tech-support,Unmarried,Female,USA,"(12.5K, 25K]"
50,Privy-corporate,10th,Married-civ-spouse,Transport-moving,In-family,Male,USA,"[0, 12.5K]"
26,Privy-small-business,Masters,Young-adult,Exec-managerial,Not-in-family,Female,USA,"(12.5K, 25K]"
42,Privy-corporate,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Male,Italy,"(50K, 62.5K]"
63,Privy-corporate,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(62.5K, 75K]"
18,Privy-small-business,11th,Engaged,Sales,In-family,Female,USA,"[0, 12.5K]"
56,Privy-small-business,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(75K, 87.5K]"
33,Privy-small-business,College-1yr+,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"(12.5K, 25K]"
42,Privy-corporate,HS-grad,Divorced,Craft-repair,Unmarried,Male,USA,"(37.5K, 50K]"
37,Privy-small-business,HS-grad,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"(25K, 37.5K]"
42,Privy-corporate,Masters,Dating,Prof-specialty,Not-in-family,Male,USA,"(50K, 62.5K]"
62,Privy-small-business,7th-8th,Widowed,Transport-moving,Not-in-family,Male,USA,"(37.5K, 50K]"
29,Federal-gov,Assoc-voc,Engaged,Prof-specialty,Not-in-family,Female,USA,"(12.5K, 25K]"
20,Privy-small-business,11th,Young-adult,Other-service,Not-in-family,Male,USA,"(25K, 37.5K]"
36,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(50K, 62.5K]"
67,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,In-family,Male,USA,"[0, 12.5K]"
50,Privy-small-business,College-<1yr,Married-civ-spouse,Sales,In-family,Male,USA,"(50K, 62.5K]"
40,Privy-corporate,HS-grad,Married-civ-spouse,Other-service,In-family,Male,USA,"(25K, 37.5K]"
18,Privy-corporate,11th,Dating,Other-service,In-family,Male,USA,"(37.5K, 50K]"
55,Privy-small-business,HS-grad,Divorced,Protective-serv,Not-in-family,Male,USA,"(37.5K, 50K]"
48,Privy-small-business,Assoc-voc,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(75K, 87.5K]"
80,Local-gov,1st-4th,Widowed,Farming-fishing,Not-in-family,Male,Philippines,"(12.5K, 25K]"
25,Privy-corporate,College-1yr+,Middle-aged,Adm-clerical,Not-in-family,Female,USA,"[0, 12.5K]"
24,Privy-corporate,HS-grad,Married-civ-spouse,Sales,In-family,Male,USA,"[0, 12.5K]"
46,Privy-small-business,9th,Divorced,Transport-moving,Not-in-family,Male,USA,"(12.5K, 25K]"
22,State-gov,HS-grad,Engaged,Other-service,Unmarried,Female,USA,"(12.5K, 25K]"
35,Self-emp-not-inc,College-<1yr,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(37.5K, 50K]"
62,Self-emp-not-inc,Masters,Separated,Farming-fishing,Not-in-family,Male,USA,"(12.5K, 25K]"
40,Privy-small-business,HS-grad,Divorced,Other-service,Not-in-family,Female,USA,"(37.5K, 50K]"
40,Privy-small-business,Bachelors,Divorced,Other-service,Unmarried,Female,Philippines,"(25K, 37.5K]"
49,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Female,USA,"(50K, 62.5K]"
52,Privy-corporate,9th,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"(25K, 37.5K]"
21,Privy-corporate,Assoc-voc,Engaged,Adm-clerical,In-family,Female,USA,"(12.5K, 25K]"
41,Self-emp-not-inc,College-1yr+,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(50K, 62.5K]"
35,Privy-corporate,HS-grad,Married-civ-spouse,Transport-moving,In-family,Female,USA,"(25K, 37.5K]"
22,Privy-small-business,College-<1yr,Middle-aged,Other-service,Not-in-family,Female,USA,"[0, 12.5K]"
71,Privy-small-business,College-1yr+,Married-civ-spouse,Sales,In-family,Male,USA,"[0, 12.5K]"
33,Privy-corporate,Bachelors,Engaged,Craft-repair,Unmarried,Female,Nicaragua,"(12.5K, 25K]"
38,Privy-corporate,Masters,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"above 87.5k"
19,Privy-corporate,College-<1yr,Divorced,Adm-clerical,Not-in-family,Female,USA,"[0, 12.5K]"
29,Privy-small-business,College-<1yr,Middle-aged,Other-service,Not-in-family,Male,USA,"[0, 12.5K]"
26,Privy-small-business,Bachelors,Married-civ-spouse,Tech-support,In-family,Male,USA,"(75K, 87.5K]"
56,Local-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,Female,USA,"(12.5K, 25K]"
29,Privy-small-business,College-<1yr,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(37.5K, 50K]"
40,Privy-small-business,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
55,Privy-small-business,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(25K, 37.5K]"
19,Privy-corporate,College-<1yr,Dating,Sales,In-family,Female,USA,"(12.5K, 25K]"
39,Privy-small-business,College-<1yr,Engaged,Sales,Not-in-family,Male,USA,"(12.5K, 25K]"
36,Privy-corporate,College-<1yr,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(62.5K, 75K]"
46,Privy-corporate,Masters,Middle-aged,Prof-specialty,Not-in-family,Male,USA,"(25K, 37.5K]"
33,State-gov,Masters,Middle-aged,Prof-specialty,In-family,Male,Poland,"(37.5K, 50K]"
30,Privy-corporate,9th,Engaged,Handlers-cleaners,In-family,Male,USA,"(37.5K, 50K]"
54,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"above 87.5k"
17,Privy-small-business,9th,Dating,Handlers-cleaners,In-family,Male,USA,"(12.5K, 25K]"
39,Privy-small-business,HS-grad,Dating,Transport-moving,Not-in-family,Male,USA,"(12.5K, 25K]"
53,Privy-small-business,9th,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
45,Privy-small-business,Doctorate,Divorced,Sales,Not-in-family,Male,USA,"above 87.5k"
24,Privy-corporate,College-1yr+,Married-civ-spouse,Adm-clerical,In-family,Female,USA,"(12.5K, 25K]"
47,Self-emp-not-inc,Masters,Divorced,Transport-moving,Not-in-family,Male,USA,"(50K, 62.5K]"
38,Privy-small-business,HS-grad,Separated,Machine-op-inspct,Unmarried,Female,USA,"(12.5K, 25K]"
44,Privy-corporate,HS-grad,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"[0, 12.5K]"
45,Privy-corporate,Bachelors,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"(75K, 87.5K]"
32,Privy-corporate,HS-grad,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"(12.5K, 25K]"
24,Privy-corporate,College-<1yr,Middle-aged,Sales,Unmarried,Female,USA,"(12.5K, 25K]"
38,Privy-corporate,HS-grad,Married-civ-spouse,Sales,In-family,Male,USA,"(25K, 37.5K]"
38,Privy-corporate,HS-grad,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"(37.5K, 50K]"
33,Privy-small-business,Assoc-acdm,Young-adult,Adm-clerical,Unmarried,Male,Hong,"[0, 12.5K]"
50,Privy-small-business,Assoc-acdm,Divorced,Craft-repair,Unmarried,Male,USA,"(25K, 37.5K]"
40,Privy-corporate,Bachelors,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"(62.5K, 75K]"
33,Local-gov,HS-grad,Divorced,Other-service,In-family,Female,USA,"(37.5K, 50K]"
